horvath_dezso_higgs.mp4|https://www.youtube.com/watch?v=QHvCPJqqiXI|A Higgs-bozon
cern_higgs_1.mp4|https://www.youtube.com/watch?v=so2nCu2Jkbc|The Higgs Discovery Explained (1. rész)|hu
cern_higgs_2.mp4|https://www.youtube.com/watch?v=pW4LTunlXS4|The Higgs Discovery Explained (2. rész)|hu
cern_higgs_3.mp4|https://www.youtube.com/watch?v=8-WFBGCvv-w|The Higgs Discovery Explained (3. rész)|hu
