dscf3075.jpg|Napfelkelte a kontinensen
dscf3085.jpg|Üdvözöljük Zakynthoson!
dscf3148.jpg|Öböl
dscf3152.jpg|Hajón
dscf3170.jpg|Szerelmesek sziklája
dscf3183.jpg|Barlangok
dscf3218.jpg|Navaggio
dscf3303.jpg|Öreg olajfa
dscf3314.jpg|Lebegő hajók
dscf3323.jpg|A kékséggel
dscf3345.jpg|Kék barlang
dscf3402.jpg|A fedélzeten
dscf3429.jpg|Zakynthos fölött
dscf3436.jpg|Háborgó mélység
dscf3470.jpg|Naplemente
dscf3476.jpg|Naplemente 2.
dscf3490.jpg|Naplemente után
dscf3497.jpg|Görög esten
dscf3534.jpg|Tűzijáték
dscf3539.jpg|Asztalégetés
dscf3551.jpg|Koktélok
