dscf3751.jpg|Mostari híd
dscf3764.jpg|Mostari hídon
dscf3790.jpg|Kotori öbölben
dscf3792.jpg|Kotori öböl
dscf3794.jpg|Kotori öböl
dscf3821.jpg|Koponya a házfalon
dscf3827.jpg|Budva
dscf3835.jpg|Morinji strand
dscf3857.jpg|Az öböl felett
dscf3860.jpg|A kotori öböl
dscf3866.jpg|Az öböl éjszaka
dscf3868.jpg|Szellemjárás Denoviciben
dscf3871.jpg|Koktélok 1.
dscf3876.jpg|A kompon
dscf3886.jpg|Az öböl
dscf3897.jpg|Ketten az öböl felett
dscf3900.jpg|Lovcen kezdete
dscf3907.jpg|Alagút Lovcen-re
dscf3914.jpg|A Lovcenen
dscf3928.jpg|Párommal a Lovcen-en
dscf3941.jpg|Párommal a Lovcen-en 2.
dscf3960.jpg|Sir, pursuit, vranac
dscf4017.jpg|Koktélok 2.
dscf4029.jpg|Herceg Novi éjszaka
dscf4084.jpg|Koktélok 3.
dscf4086.jpg|Denovici éjszaka
dscf4178.jpg|Az öböl egyik szigetén
dscf4259.jpg|Koktélok 4.
