Rezgések, hullámok|rezges_hullam.pdf|Rezgések, hullámok
Transzformátor|transzformator.pdf|Feladatok transzformátorokra
Leképezési törvény|lekepezesi_torveny.pdf|Leképezési törvény lencsékre, tükrökre
