Bemutató|penzugy.pdf|Pénzügyi és gazdasági alapismeretek bemutató
Bemutató - handout|penzugy_ho.pdf|A bemutató kivonatolt formában
Összefoglaló|penzugy_osszefoglalo.pdf|Pénzügyi és gazdasági alapismeretek összefoglaló
Feladatok|penzugy_feladatok.pdf|Pénzügyi és gazdasági feladatok
