Betűs kifejezések|betus_kifejezesek_07.pdf|Zárójel felbontása, kiemelés, algebrai törtek egyszerűsítése
Egyenlettel megoldható szöveges feladatok|szoveges_feladatok.pdf|Szöveges feladatok az egyenlet felírásának gyakorlására
